年度,会計名称,款,款名称,項,項名称,目,目名称,事業,事業名称,節,節名称,節細,節細名称,予算額（千円）,COFOGLevel1,COFOGLevel1Ja,COFOGLevel1En,COFOGLevel2,COFOGLevel2Ja,COFOGLevel2En,COFOGLevel3,COFOGLevel3Ja,COFOGLevel3En
2021,一般会計,3,民生費,1,社会福祉費,17,市民活動センター維持管理費,11,市民活動センター維持管理に要する経費,18,負担金補助及び交付金,1,管理用備品,677.0,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.2,文化サービス,Cultural services,8.2.0,文化サービス (IS),Cultural services  (IS)
2021,一般会計,3,民生費,1,社会福祉費,17,市民活動センター維持管理費,11,市民活動センター維持管理に要する経費,18,負担金補助及び交付金,1,負担金,677.0,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.2,文化サービス,Cultural services,8.2.0,文化サービス (IS),Cultural services  (IS)
2021,一般会計,3,民生費,2,児童福祉費,17,市民活動センター維持管理費,11,市民活動センター維持管理に要する経費,18,負担金補助及び交付金,1,負担金,20532428.0,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.2,文化サービス,Cultural services,8.2.0,文化サービス (IS),Cultural services  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,11,市民活動センター維持管理に要する経費,18,負担金補助及び交付金,1,負担金,2083902.0,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.2,文化サービス,Cultural services,8.2.0,文化サービス (IS),Cultural services  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,5,職員給与関係経費,18,負担金補助及び交付金,1,負担金,394559.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,5,職員給与関係経費,2,給料,1,負担金,181076.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,5,職員給与関係経費,2,給料,2,一般職給,181076.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,5,職員給与関係経費,3,職員手当等,2,一般職給,149558.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,5,職員給与関係経費,3,職員手当等,1,扶養手当,4516.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,5,職員給与関係経費,3,職員手当等,2,住居手当,4100.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,5,職員給与関係経費,3,職員手当等,3,通勤手当,4838.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,5,職員給与関係経費,3,職員手当等,5,時間外勤務手当,13606.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,5,職員給与関係経費,3,職員手当等,7,管理職手当,8760.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,5,職員給与関係経費,3,職員手当等,8,期末手当,46142.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,5,職員給与関係経費,3,職員手当等,9,勤勉手当,36499.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,5,職員給与関係経費,3,職員手当等,17,地域手当,31097.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,5,職員給与関係経費,4,共済費,17,地域手当,63925.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,5,職員給与関係経費,4,共済費,2,共済組合負担金（一般職）,63925.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,6,会計年度任用職員に要する経費,4,共済費,2,共済組合負担金（一般職）,827087.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,6,会計年度任用職員に要する経費,1,報酬,2,共済組合負担金（一般職）,598689.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,6,会計年度任用職員に要する経費,1,報酬,4,会計年度任用職員報酬,598689.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,6,会計年度任用職員に要する経費,2,給料,4,会計年度任用職員報酬,111508.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,6,会計年度任用職員に要する経費,2,給料,3,会計年度任用職員給,111508.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,6,会計年度任用職員に要する経費,3,職員手当等,3,会計年度任用職員給,58643.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,6,会計年度任用職員に要する経費,3,職員手当等,3,通勤手当,4957.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,6,会計年度任用職員に要する経費,3,職員手当等,5,時間外勤務手当,830.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,6,会計年度任用職員に要する経費,3,職員手当等,8,期末手当,35014.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,6,会計年度任用職員に要する経費,3,職員手当等,17,地域手当,17842.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,6,会計年度任用職員に要する経費,4,共済費,17,地域手当,24262.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,6,会計年度任用職員に要する経費,4,共済費,2,共済組合負担金（一般職）,24262.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,6,会計年度任用職員に要する経費,8,旅費,2,共済組合負担金（一般職）,33985.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,6,会計年度任用職員に要する経費,8,旅費,1,費用弁償,33985.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,11,児童福祉対策に要する経費,8,旅費,1,費用弁償,22131.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,11,児童福祉対策に要する経費,10,需用費,1,費用弁償,25.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,11,児童福祉対策に要する経費,10,需用費,1,消耗品費,25.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,11,児童福祉対策に要する経費,11,役務費,1,消耗品費,0.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,11,児童福祉対策に要する経費,11,役務費,1,通信運搬費,0.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,11,児童福祉対策に要する経費,13,使用料及び賃借料,1,通信運搬費,135.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,11,児童福祉対策に要する経費,13,使用料及び賃借料,2,賃借料,135.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,11,児童福祉対策に要する経費,18,負担金補助及び交付金,2,賃借料,15.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,11,児童福祉対策に要する経費,18,負担金補助及び交付金,1,負担金,15.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,11,児童福祉対策に要する経費,19,扶助費,1,負担金,21956.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,11,児童福祉対策に要する経費,19,扶助費,1,扶助費,21956.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,12,児童扶養手当支給に要する経費,19,扶助費,1,扶助費,665694.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,12,児童扶養手当支給に要する経費,1,報酬,1,扶助費,30.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,12,児童扶養手当支給に要する経費,1,報酬,3,非常勤職員報酬,30.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,12,児童扶養手当支給に要する経費,10,需用費,3,非常勤職員報酬,125.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,12,児童扶養手当支給に要する経費,10,需用費,1,消耗品費,24.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,12,児童扶養手当支給に要する経費,10,需用費,4,印刷製本費,101.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,12,児童扶養手当支給に要する経費,11,役務費,4,印刷製本費,489.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,12,児童扶養手当支給に要する経費,11,役務費,1,通信運搬費,489.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,12,児童扶養手当支給に要する経費,19,扶助費,1,通信運搬費,665050.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,12,児童扶養手当支給に要する経費,19,扶助費,1,扶助費,665050.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,13,子どもの遊び場設置に要する経費,19,扶助費,1,扶助費,600.0,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.1,レクリエーションおよびスポーツサービス,Recreational and sporting services,8.1.0,レクリエーションおよびスポーツサービス(IS),Recreational and sporting services  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,13,子どもの遊び場設置に要する経費,18,負担金補助及び交付金,1,扶助費,600.0,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.1,レクリエーションおよびスポーツサービス,Recreational and sporting services,8.1.0,レクリエーションおよびスポーツサービス(IS),Recreational and sporting services  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,13,子どもの遊び場設置に要する経費,18,負担金補助及び交付金,2,補助金,600.0,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.1,レクリエーションおよびスポーツサービス,Recreational and sporting services,8.1.0,レクリエーションおよびスポーツサービス(IS),Recreational and sporting services  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,14,要保護児童対策に要する経費,18,負担金補助及び交付金,2,補助金,13884.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,14,要保護児童対策に要する経費,1,報酬,2,補助金,10732.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,14,要保護児童対策に要する経費,1,報酬,4,会計年度任用職員報酬,10732.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,14,要保護児童対策に要する経費,3,職員手当等,4,会計年度任用職員報酬,1248.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,14,要保護児童対策に要する経費,3,職員手当等,8,期末手当,1248.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,14,要保護児童対策に要する経費,8,旅費,8,期末手当,412.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,14,要保護児童対策に要する経費,8,旅費,1,費用弁償,396.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,14,要保護児童対策に要する経費,8,旅費,2,普通旅費,16.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,14,要保護児童対策に要する経費,8,旅費,3,特別旅費,0.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,14,要保護児童対策に要する経費,10,需用費,3,特別旅費,50.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,14,要保護児童対策に要する経費,10,需用費,1,消耗品費,50.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,14,要保護児童対策に要する経費,12,委託料,1,消耗品費,1430.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,14,要保護児童対策に要する経費,12,委託料,5,委託料,1430.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,14,要保護児童対策に要する経費,18,負担金補助及び交付金,5,委託料,12.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,14,要保護児童対策に要する経費,18,負担金補助及び交付金,1,負担金,12.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,18,負担金補助及び交付金,1,負担金,13564.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,1,報酬,1,負担金,608.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,1,報酬,2,委員報酬,608.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,7,報償費,2,委員報酬,100.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,7,報償費,1,報償金,100.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,8,旅費,1,報償金,168.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,8,旅費,1,費用弁償,152.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,8,旅費,2,普通旅費,16.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,10,需用費,2,普通旅費,134.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,10,需用費,1,消耗品費,74.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,10,需用費,3,食糧費,14.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,10,需用費,4,印刷製本費,46.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,11,役務費,4,印刷製本費,0.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,11,役務費,4,手数料,0.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,12,委託料,4,手数料,11107.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,12,委託料,5,委託料,11107.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,13,使用料及び賃借料,5,委託料,660.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,13,使用料及び賃借料,1,使用料,660.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,17,備品購入費,1,使用料,346.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,17,備品購入費,1,管理用備品,346.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,18,負担金補助及び交付金,1,管理用備品,441.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,18,負担金補助及び交付金,1,負担金,441.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,15,子ども・子育て支援に要する経費,18,負担金補助及び交付金,2,補助金,0.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,16,子育て支援拠点事業に要する経費,18,負担金補助及び交付金,2,補助金,101224.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,16,子育て支援拠点事業に要する経費,10,需用費,2,補助金,357.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,16,子育て支援拠点事業に要する経費,10,需用費,1,消耗品費,68.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,16,子育て支援拠点事業に要する経費,10,需用費,3,食糧費,9.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,16,子育て支援拠点事業に要する経費,10,需用費,6,修繕料,280.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
2021,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,16,子育て支援拠点事業に要する経費,11,役務費,6,修繕料,16.0,10,社会的保護,Social protection,10.4,家族と子供,Family and children,10.4.0,家族と子供（IS,Family and children  (IS)
