,年度,会計名称,款,款名称,項,項名称,目,目名称,事業,事業名称,節,節名称,節細,節細名称,amount,COFOGLevel1,COFOGLevel1Ja,COFOGLevel1En,COFOGLevel2,COFOGLevel2Ja,COFOGLevel2En,COFOGLevel3,COFOGLevel3Ja,COFOGLevel3En
2306,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,5,職員給与関係経費,3,職員手当等,3,通勤手当,492000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2307,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,5,職員給与関係経費,3,職員手当等,5,時間外勤務手当,152000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2308,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,5,職員給与関係経費,3,職員手当等,7,管理職手当,540000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2309,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,5,職員給与関係経費,3,職員手当等,8,期末手当,3024000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2310,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,5,職員給与関係経費,3,職員手当等,9,勤勉手当,2135000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2311,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,5,職員給与関係経費,3,職員手当等,17,地域手当,2098000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2312,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,5,職員給与関係経費,4,共済費,2,共済組合負担金（一般職）,4283000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2313,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,6,会計年度任用職員に要する経費,1,報酬,4,会計年度任用職員報酬,13228000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2314,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,6,会計年度任用職員に要する経費,3,職員手当等,8,期末手当,1191000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2315,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,6,会計年度任用職員に要する経費,8,旅費,1,費用弁償,621000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2316,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,10,需用費,1,消耗品費,1259000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2317,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,10,需用費,2,燃料費,1774000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2318,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,10,需用費,4,印刷製本費,118000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2319,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,10,需用費,5,光熱水費,6480000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2320,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,10,需用費,6,修繕料,2483000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2321,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,10,需用費,7,賄材料費,1490000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2322,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,10,需用費,9,肥飼料費,22000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2323,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,11,役務費,1,通信運搬費,873000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2324,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,11,役務費,3,広告料,106000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2325,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,11,役務費,4,手数料,618000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2326,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,11,役務費,6,保険料,114000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2327,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,12,委託料,1,施設管理委託料,19928000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2328,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,12,委託料,2,設計委託料,484000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2329,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,12,委託料,5,委託料,6873000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2330,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,13,使用料及び賃借料,1,使用料,160000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2331,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,13,使用料及び賃借料,2,賃借料,8063000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2332,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,14,工事請負費,3,修繕工事,14344000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2333,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,15,原材料費,1,工事材料費,175000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2334,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,16,公有財産購入費,2,土地購入費,0,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2335,2021,一般会計,6,農林水産業費,1,農業費,10,ふれあいの里施設管理運営費,11,ふれあいの里施設管理運営に要する経費,17,備品購入費,1,管理用備品,180000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2336,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,5,職員給与関係経費,2,給料,2,一般職給,15322000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2337,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,5,職員給与関係経費,3,職員手当等,1,扶養手当,360000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2338,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,5,職員給与関係経費,3,職員手当等,3,通勤手当,425000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2339,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,5,職員給与関係経費,3,職員手当等,5,時間外勤務手当,266000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2340,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,5,職員給与関係経費,3,職員手当等,7,管理職手当,450000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2341,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,5,職員給与関係経費,3,職員手当等,8,期末手当,3504000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2342,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,5,職員給与関係経費,3,職員手当等,9,勤勉手当,2340000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2343,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,5,職員給与関係経費,3,職員手当等,17,地域手当,2582000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2344,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,5,職員給与関係経費,4,共済費,2,共済組合負担金（一般職）,4869000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2345,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,6,会計年度任用職員に要する経費,1,報酬,4,会計年度任用職員報酬,6720000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2346,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,6,会計年度任用職員に要する経費,3,職員手当等,8,期末手当,595000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2347,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,6,会計年度任用職員に要する経費,8,旅費,1,費用弁償,300000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
2348,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,7,報償費,1,報償金,567000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2349,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,8,旅費,2,普通旅費,4000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2350,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,10,需用費,1,消耗品費,1554000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2351,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,10,需用費,2,燃料費,453000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2352,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,10,需用費,3,食糧費,16000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2353,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,10,需用費,4,印刷製本費,217000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2354,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,10,需用費,5,光熱水費,6192000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2355,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,10,需用費,6,修繕料,660000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2356,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,10,需用費,7,賄材料費,30000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2357,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,10,需用費,8,医薬材料費,10000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2358,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,10,需用費,9,肥飼料費,90000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2359,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,11,役務費,1,通信運搬費,1249000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2360,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,11,役務費,3,広告料,48000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2361,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,11,役務費,4,手数料,183000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2362,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,11,役務費,6,保険料,324000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2363,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,12,委託料,1,施設管理委託料,20608000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2364,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,12,委託料,2,設計委託料,462000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2365,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,13,使用料及び賃借料,1,使用料,273000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2366,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,13,使用料及び賃借料,2,賃借料,6351000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2367,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,14,工事請負費,3,修繕工事,22044000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2368,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,15,原材料費,1,工事材料費,112000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2369,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,15,原材料費,2,加工用原材料費,318000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2370,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,17,備品購入費,1,管理用備品,88000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2371,2021,一般会計,6,農林水産業費,1,農業費,11,ゆかりの森施設管理運営費,11,ゆかりの森施設管理運営に要する経費,18,負担金補助及び交付金,1,負担金,5000,8,レクリエーション、文化、宗教,"Recreation, culture and religion",8.6,レクリエーション、文化および宗教 n.e.c.,"Recreation, culture and religion n.e.c.",8.6.0,他にないレクリエーション、文化および宗教(CS),"Recreation, culture and religion n.e.c. (CS)"
2372,2021,一般会計,6,農林水産業費,2,林業費,1,林業費,11,林道整備に要する経費,10,需用費,1,消耗品費,37000,4,経済問題,Economic affairs,4.2,農業、林業、漁業、狩猟,"Agriculture, forestry, fishing and hunting",4.2.2,林業(CS),Forestry (CS)
2373,2021,一般会計,6,農林水産業費,2,林業費,1,林業費,11,林道整備に要する経費,11,役務費,6,保険料,5000,4,経済問題,Economic affairs,4.2,農業、林業、漁業、狩猟,"Agriculture, forestry, fishing and hunting",4.2.2,林業(CS),Forestry (CS)
2374,2021,一般会計,6,農林水産業費,2,林業費,1,林業費,11,林道整備に要する経費,12,委託料,2,設計委託料,220000,4,経済問題,Economic affairs,4.2,農業、林業、漁業、狩猟,"Agriculture, forestry, fishing and hunting",4.2.2,林業(CS),Forestry (CS)
2375,2021,一般会計,6,農林水産業費,2,林業費,1,林業費,11,林道整備に要する経費,12,委託料,5,委託料,6125000,4,経済問題,Economic affairs,4.2,農業、林業、漁業、狩猟,"Agriculture, forestry, fishing and hunting",4.2.2,林業(CS),Forestry (CS)
2376,2021,一般会計,6,農林水産業費,2,林業費,1,林業費,11,林道整備に要する経費,14,工事請負費,2,土木工事,3650000,4,経済問題,Economic affairs,4.2,農業、林業、漁業、狩猟,"Agriculture, forestry, fishing and hunting",4.2.2,林業(CS),Forestry (CS)
2377,2021,一般会計,6,農林水産業費,2,林業費,1,林業費,11,林道整備に要する経費,15,原材料費,1,工事材料費,60000,4,経済問題,Economic affairs,4.2,農業、林業、漁業、狩猟,"Agriculture, forestry, fishing and hunting",4.2.2,林業(CS),Forestry (CS)
2378,2021,一般会計,6,農林水産業費,2,林業費,1,林業費,12,森林保全に要する経費,10,需用費,1,消耗品費,728000,4,経済問題,Economic affairs,4.2,農業、林業、漁業、狩猟,"Agriculture, forestry, fishing and hunting",4.2.2,林業(CS),Forestry (CS)
2379,2021,一般会計,6,農林水産業費,2,林業費,1,林業費,12,森林保全に要する経費,10,需用費,2,燃料費,16000,4,経済問題,Economic affairs,4.2,農業、林業、漁業、狩猟,"Agriculture, forestry, fishing and hunting",4.2.2,林業(CS),Forestry (CS)
2380,2021,一般会計,6,農林水産業費,2,林業費,1,林業費,12,森林保全に要する経費,10,需用費,3,食糧費,53000,4,経済問題,Economic affairs,4.2,農業、林業、漁業、狩猟,"Agriculture, forestry, fishing and hunting",4.2.2,林業(CS),Forestry (CS)
