,年度,所属,所属名,会計,会計名,款,款名,項,項名,目,目名,事業,事業名,節,節名,細節,細節名,予算額,COFOG_Level1,COFOG_Level2
1629,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,10,手賀沼浄化推進事業,18,負担金補助及び交付金,23,クリーン手賀沼推進協議会（環境保全）負担金,700000,5,5.3
1630,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,11,手賀沼浄化啓発事業,10,需用費,1,消耗品費,40000,5,5.3
1631,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,11,手賀沼浄化啓発事業,10,需用費,4,印刷製本費,132000,5,5.3
1632,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,11,手賀沼浄化啓発事業,12,委託料,22,手賀沼水質調査委託料,258000,5,5.3
1633,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,11,手賀沼浄化啓発事業,13,使用料及び賃借料,21,船借上料,460000,5,5.3
1634,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,11,手賀沼浄化啓発事業,18,負担金補助及び交付金,23,Ｅｎｊｏｙ手賀沼負担金,250000,5,5.3
1635,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,15,水環境保全事業,10,需用費,1,消耗品費,10000,5,5.3
1636,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,15,水環境保全事業,10,需用費,5,光熱水費,531000,5,5.3
1637,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,15,水環境保全事業,10,需用費,7,施設修繕料,682000,5,5.3
1638,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,15,水環境保全事業,12,委託料,21,手賀沼巡視業務委託料,210000,5,5.3
1639,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,15,水環境保全事業,12,委託料,22,都市排水路浄化施設維持管理委託料,1769000,5,5.3
1640,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,15,水環境保全事業,12,委託料,23,分析業務委託料,176000,5,5.3
1641,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,15,水環境保全事業,13,使用料及び賃借料,21,船借上料,500000,5,5.2
1642,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,7,報償費,23,環境学習講師報償費,85000,5,5.6
1643,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,10,需用費,1,消耗品費,924000,5,5.6
1644,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,10,需用費,2,燃料費,42000,5,5.6
1645,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,10,需用費,4,印刷製本費,10000,5,5.6
1646,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,10,需用費,5,光熱水費,11468000,5,5.6
1647,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,10,需用費,6,修繕料,100000,5,5.6
1648,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,10,需用費,7,施設修繕料,1336000,5,5.6
1649,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,11,役務費,1,通信運搬費,12000,5,5.6
1650,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,11,役務費,4,手数料,99000,5,5.6
1651,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,11,役務費,8,その他保険料,15000,5,5.6
1652,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,12,委託料,1,施設設備等保守点検委託料,362000,5,5.6
1653,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,12,委託料,2,清掃委託料,905000,5,5.6
1654,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,12,委託料,3,警備委託料,330000,5,5.6
1655,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,12,委託料,21,手賀沼親水広場管理運営委託料,50112000,5,5.6
1656,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,12,委託料,24,展示設備保守管理業務委託料,968000,5,5.6
1657,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,12,委託料,25,プラネタリウム装置保守点検委託料,418000,5,5.6
1658,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,12,委託料,28,カヌー運営委託料,40000,5,5.6
1659,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,13,使用料及び賃借料,2,土地賃借料,3902000,5,5.6
1660,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,13,使用料及び賃借料,21,船借上料,44000,5,5.6
1661,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,13,使用料及び賃借料,22,自動体外式除細動器リース料,40000,5,5.6
1662,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,40,手賀沼親水広場運営費,15,原材料費,21,手賀沼親水広場用原材料費,90000,5,5.6
1663,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,53,谷津ミュージアムづくり推進事業,7,報償費,1,講師報償費,108000,5,5.6
1664,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,53,谷津ミュージアムづくり推進事業,10,需用費,1,消耗品費,121000,5,5.6
1665,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,53,谷津ミュージアムづくり推進事業,10,需用費,2,燃料費,30000,5,5.6
1666,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,53,谷津ミュージアムづくり推進事業,10,需用費,5,光熱水費,34000,5,5.6
1667,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,53,谷津ミュージアムづくり推進事業,10,需用費,6,修繕料,50000,5,5.6
1668,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,53,谷津ミュージアムづくり推進事業,11,役務費,8,その他保険料,4000,5,5.6
1669,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,53,谷津ミュージアムづくり推進事業,12,委託料,5,樹木管理委託料,399000,5,5.6
1670,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,53,谷津ミュージアムづくり推進事業,13,使用料及び賃借料,2,土地賃借料,2147000,5,5.6
1671,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,53,谷津ミュージアムづくり推進事業,17,備品購入費,24,維持管理用備品購入費,31000,5,5.6
1672,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,53,谷津ミュージアムづくり推進事業,18,負担金補助及び交付金,22,水田耕作支援補助金,2050000,5,5.6
1673,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,7,手賀沼浄化対策費,53,谷津ミュージアムづくり推進事業,18,負担金補助及び交付金,25,谷津ミュージアムの会負担金,400000,5,5.6
1674,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,8,放射能対策費,10,原発事故対策事業,8,旅費,1,普通旅費,3000,5,5.3
1675,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,8,放射能対策費,10,原発事故対策事業,10,需用費,1,消耗品費,6000,5,5.3
1676,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,8,放射能対策費,10,原発事故対策事業,10,需用費,2,燃料費,26000,5,5.3
1677,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,8,放射能対策費,10,原発事故対策事業,10,需用費,6,修繕料,52000,5,5.3
1678,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,8,放射能対策費,10,原発事故対策事業,11,役務費,4,手数料,369000,5,5.3
1679,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,8,放射能対策費,10,原発事故対策事業,11,役務費,7,自動車損害保険料,22000,5,5.3
1680,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,8,放射能対策費,10,原発事故対策事業,12,委託料,22,放射線量低減対策委託料,300000,5,5.3
1681,R3,125010000,手賀沼課,1,一般会計,4,衛生費,1,保健衛生費,8,放射能対策費,10,原発事故対策事業,26,公課費,1,自動車重量税,7000,5,5.3
1682,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,1,非常勤特別職人件費,1,報酬,21,廃棄物基本問題調査会委員報酬,147000,4,4.1
1683,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,10,清掃総務事務運営費,8,旅費,1,普通旅費,18000,5,5.1
1684,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,10,清掃総務事務運営費,10,需用費,1,消耗品費,183000,5,5.1
1685,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,10,清掃総務事務運営費,10,需用費,2,燃料費,143000,5,5.1
1686,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,10,清掃総務事務運営費,10,需用費,6,修繕料,224000,5,5.1
1687,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,10,清掃総務事務運営費,11,役務費,1,通信運搬費,60000,5,5.1
1688,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,10,清掃総務事務運営費,13,使用料及び賃借料,1,事務機器使用料,8000,5,5.1
1689,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,10,清掃総務事務運営費,13,使用料及び賃借料,3,有料道路・駐車場使用料,4000,5,5.1
1690,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,10,清掃総務事務運営費,13,使用料及び賃借料,4,放送受信料,15000,5,5.1
1691,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,10,清掃総務事務運営費,18,負担金補助及び交付金,22,千葉県環境衛生促進協議会負担金,52000,5,5.1
1692,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,10,清掃総務事務運営費,21,補償補填及び賠償金,21,環境保全補償金,3205000,5,5.1
1693,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,41,車両維持管理費,10,需用費,2,燃料費,169000,5,5.1
1694,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,41,車両維持管理費,10,需用費,6,修繕料,129000,5,5.1
1695,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,41,車両維持管理費,11,役務費,4,手数料,40000,5,5.1
1696,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,41,車両維持管理費,11,役務費,7,自動車損害保険料,16000,5,5.1
1697,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,41,車両維持管理費,13,使用料及び賃借料,21,軽貨物車リース料,153000,5,5.1
1698,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,41,車両維持管理費,26,公課費,1,自動車重量税,5000,5,5.1
1699,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,50,新クリーンセンター整備事業,8,旅費,1,普通旅費,261000,5,5.1
1700,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,50,新クリーンセンター整備事業,10,需用費,1,消耗品費,71000,5,5.1
1701,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,50,新クリーンセンター整備事業,12,委託料,21,環境影響評価業務委託料,5423000,5,5.1
1702,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,50,新クリーンセンター整備事業,12,委託料,35,設計・建設モニタリング業務委託料,35156000,5,5.1
1703,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,50,新クリーンセンター整備事業,14,工事請負費,25,新廃棄物処理施設建設工事費,5887700000,5,5.1
1704,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,50,新クリーンセンター整備事業,14,工事請負費,29,舗装復旧工事費,1056000,5,5.1
1705,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,50,新クリーンセンター整備事業,14,工事請負費,30,ごみ混入土選別工事費,137192000,5,5.1
1706,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,1,清掃総務費,50,新クリーンセンター整備事業,17,備品購入費,21,建設工事用備品購入費,61000,5,5.1
1707,R3,101010000,総務課,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,3,一般職人件費,2,給料,1,給料,63001000,5,5.1
1708,R3,101010000,総務課,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,3,一般職人件費,3,職員手当等,1,職員手当等,41600000,5,5.1
1709,R3,101010000,総務課,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,3,一般職人件費,4,共済費,1,共済・退職手当組合負担金,34096000,5,5.1
1710,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,4,会計年度任用職員人件費（パートタイム）,1,報酬,1,会計年度任用職員報酬,7292000,5,5.1
1711,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,4,会計年度任用職員人件費（パートタイム）,3,職員手当等,1,職員手当等,790000,5,5.1
1712,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,4,会計年度任用職員人件費（パートタイム）,4,共済費,2,社会保険料,1228000,5,5.1
1713,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,4,会計年度任用職員人件費（パートタイム）,8,旅費,3,費用弁償,194000,5,5.1
1714,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,6,会計年度任用職員人件費（技能労務職）,2,給料,1,給料,1563000,5,5.1
1715,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,6,会計年度任用職員人件費（技能労務職）,3,職員手当等,1,職員手当等,214000,5,5.1
1716,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,6,会計年度任用職員人件費（技能労務職）,4,共済費,2,社会保険料,272000,5,5.1
1717,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,10,じん芥収集運営費,10,需用費,1,消耗品費,124000,5,5.1
1718,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,10,じん芥収集運営費,10,需用費,4,印刷製本費,787000,5,5.1
1719,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,10,じん芥収集運営費,10,需用費,6,修繕料,30000,5,5.1
1720,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,10,じん芥収集運営費,11,役務費,4,手数料,1050000,5,5.1
1721,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,10,じん芥収集運営費,12,委託料,23,家庭ごみ収集業務委託料,162624000,5,5.1
1722,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,10,じん芥収集運営費,12,委託料,24,ひとり暮らし高齢者等ごみ出し支援ふれあい収集業務委託料,6725000,5,5.1
1723,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,10,じん芥収集運営費,12,委託料,25,粗大ごみ収集業務委託料,14474000,5,5.1
1724,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,10,じん芥収集運営費,12,委託料,26,公共施設給食残渣収集業務委託料,3300000,5,5.1
1725,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,11,不法投棄防止事業,10,需用費,1,消耗品費,146000,5,5.1
1726,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,11,不法投棄防止事業,10,需用費,2,燃料費,370000,5,5.1
1727,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,11,不法投棄防止事業,10,需用費,6,修繕料,371000,5,5.1
1728,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,11,不法投棄防止事業,11,役務費,4,手数料,112000,5,5.1
1729,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,11,不法投棄防止事業,11,役務費,7,自動車損害保険料,36000,5,5.1
1730,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,11,不法投棄防止事業,12,委託料,21,不法投棄撤去委託料,733000,5,5.1
1731,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,11,不法投棄防止事業,26,公課費,1,自動車重量税,45000,5,5.1
1732,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,12,最終処分対策事業,8,旅費,1,普通旅費,6000,5,5.1
1733,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,12,最終処分対策事業,12,委託料,21,廃棄物処分委託料,179145000,5,5.1
1734,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,12,最終処分対策事業,13,使用料及び賃借料,3,有料道路・駐車場使用料,51000,5,5.1
1735,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,12,最終処分対策事業,18,負担金補助及び交付金,21,環境協力負担金,3718000,5,5.1
1736,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,40,施設維持管理費,8,旅費,2,研修旅費,2000,5,5.1
1737,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,40,施設維持管理費,10,需用費,1,消耗品費,17984000,5,5.1
1738,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,40,施設維持管理費,10,需用費,2,燃料費,1089000,5,5.1
1739,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,40,施設維持管理費,10,需用費,5,光熱水費,48396000,5,5.1
1740,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,40,施設維持管理費,12,委託料,1,施設設備等保守点検委託料,11967000,5,5.1
1741,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,40,施設維持管理費,12,委託料,5,樹木管理委託料,330000,5,5.1
1742,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,40,施設維持管理費,12,委託料,22,公害防止検査委託料,3289000,5,5.1
1743,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,40,施設維持管理費,12,委託料,23,投入監視及び計量委託料,4186000,5,5.1
1744,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,40,施設維持管理費,12,委託料,24,焼却炉運転業務委託料,101485000,5,5.1
1745,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,40,施設維持管理費,18,負担金補助及び交付金,90,研修負担金,5000,5,5.1
1746,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,40,施設維持管理費,26,公課費,21,汚染負荷量賦課金,1010000,5,5.1
1747,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,41,施設維持補修費,10,需用費,7,施設修繕料,58493000,5,5.1
1748,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,41,施設維持補修費,14,工事請負費,21,施設維持補修工事費,108900000,5,5.1
1749,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,42,車両維持管理費,10,需用費,1,消耗品費,19000,5,5.1
1750,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,42,車両維持管理費,10,需用費,2,燃料費,195000,5,5.1
1751,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,42,車両維持管理費,10,需用費,6,修繕料,600000,5,5.1
1752,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,42,車両維持管理費,11,役務費,4,手数料,74000,5,5.1
1753,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,42,車両維持管理費,11,役務費,7,自動車損害保険料,62000,5,5.1
1754,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,42,車両維持管理費,13,使用料及び賃借料,21,焼却灰運搬用ホイルローダーリース料,3130000,5,5.1
1755,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,42,車両維持管理費,13,使用料及び賃借料,22,じん芥車リース料,1203000,5,5.1
1756,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,42,車両維持管理費,26,公課費,1,自動車重量税,76000,5,5.1
1757,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,51,じん芥処理放射能対策費,10,需用費,1,消耗品費,18068000,5,5.1
1758,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,51,じん芥処理放射能対策費,12,委託料,24,廃棄物処分委託料,190575000,5,5.1
1759,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,51,じん芥処理放射能対策費,12,委託料,26,震災廃棄物放射性物質濃度測定分析業務委託料,511000,5,5.1
1760,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,51,じん芥処理放射能対策費,12,委託料,27,剪定枝木・雑草等収集運搬業務委託料,53372000,5,5.1
1761,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,51,じん芥処理放射能対策費,12,委託料,28,剪定枝木・雑草等破砕処理業務委託料,49078000,5,5.1
1762,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,51,じん芥処理放射能対策費,13,使用料及び賃借料,22,搬送用重機リース料,2423000,5,5.1
1763,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,2,じん芥処理費,51,じん芥処理放射能対策費,18,負担金補助及び交付金,21,環境協力負担金,250000,5,5.1
1764,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,3,資源化事業費,10,資源化事業,10,需用費,1,消耗品費,92000,5,5.6
1765,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,3,資源化事業費,10,資源化事業,12,委託料,21,生ごみ処理機撤去処分委託料,132000,5,5.6
1766,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,3,資源化事業費,10,資源化事業,12,委託料,23,資源回収及び資源化処理業務委託料,279310000,5,5.6
1767,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,3,資源化事業費,10,資源化事業,12,委託料,25,ペットボトル及びプラスチック回収業務委託料,34452000,5,5.6
1768,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,3,資源化事業費,10,資源化事業,12,委託料,26,ペットボトル及びプラスチック中間処理業務委託料,64232000,5,5.6
1769,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,3,資源化事業費,10,資源化事業,12,委託料,29,小型家電拠点回収業務委託料,202000,5,5.6
1770,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,3,資源化事業費,10,資源化事業,12,委託料,30,ガラスびん運搬処理資源化業務委託料,15923000,5,5.6
1771,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,3,資源化事業費,10,資源化事業,12,委託料,37,学校古紙類回収業務委託料,3267000,5,5.6
1772,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,3,資源化事業費,10,資源化事業,12,委託料,38,小型家電資源化処理業務委託料,114000,5,5.6
1773,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,3,資源化事業費,10,資源化事業,12,委託料,40,空き缶中間処理業務委託料,24790000,5,5.6
1774,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,3,資源化事業費,10,資源化事業,18,負担金補助及び交付金,21,再資源化事業促進奨励金,28080000,5,5.6
1775,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,3,資源化事業費,10,資源化事業,18,負担金補助及び交付金,22,生ごみリサイクル補助金,182000,5,5.6
1776,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,3,資源化事業費,10,資源化事業,18,負担金補助及び交付金,23,ビン類・プラスチック等資源化委託負担金,793000,5,5.6
1777,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,3,資源化事業費,11,資源化施設維持管理費,10,需用費,1,消耗品費,334000,5,5.6
1778,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,3,資源化事業費,11,資源化施設維持管理費,10,需用費,2,燃料費,5000,5,5.6
1779,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,3,資源化事業費,11,資源化施設維持管理費,10,需用費,5,光熱水費,4752000,5,5.6
1780,R3,125020000,クリーンセンター,1,一般会計,4,衛生費,2,清掃費,3,資源化事業費,11,資源化施設維持管理費,10,需用費,6,修繕料,11000,5,5.6
