,年度,会計名称,款,款名称,項,項名称,目,目名称,細目,細目名称,,節,節名称,予算額,COFOG_Level1,COFOG_Level2
773,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,367,健康管理経費,,8,旅費,31,7,7.6
774,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,367,健康管理経費,,10,需用費,1257,7,7.6
775,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,367,健康管理経費,,11,役務費,134,7,7.6
776,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,367,健康管理経費,,12,委託料,4425,7,7.6
777,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,367,健康管理経費,,13,使用料及び賃借料,2463,7,7.6
778,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,367,健康管理経費,,17,備品購入費,0,7,7.6
779,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,367,健康管理経費,,18,負担金・補助及び交付金,580,7,7.6
780,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,367,健康管理経費,,26,公課費,0,7,7.6
781,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,368,健康センター管理経費,,10,需用費,10629,7,7.6
782,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,368,健康センター管理経費,,11,役務費,2293,7,7.6
783,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,368,健康センター管理経費,,12,委託料,33573,7,7.6
784,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,368,健康センター管理経費,,13,使用料及び賃借料,106,7,7.6
785,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,368,健康センター管理経費,,14,工事請負費,0,7,7.6
786,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,368,健康センター管理経費,,17,備品購入費,16261,7,7.6
787,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,370,健康づくり地域活動推進事業,,1,報酬,0,7,7.6
788,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,370,健康づくり地域活動推進事業,,7,報償費,2554,7,7.6
789,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,370,健康づくり地域活動推進事業,,10,需用費,79,7,7.6
790,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,370,健康づくり地域活動推進事業,,12,委託料,99,7,7.6
791,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,370,健康づくり地域活動推進事業,,13,使用料及び賃借料,0,7,7.6
792,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,370,健康づくり地域活動推進事業,,18,負担金・補助及び交付金,1000,7,7.6
793,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,371,母子保健事業,,1,報酬,0,7,7.3
794,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,371,母子保健事業,,7,報償費,10751,7,7.3
795,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,371,母子保健事業,,10,需用費,2653,7,7.3
796,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,371,母子保健事業,,11,役務費,1346,7,7.3
797,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,371,母子保健事業,,12,委託料,139334,7,7.3
798,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,371,母子保健事業,,18,負担金・補助及び交付金,6513,7,7.3
799,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,371,母子保健事業,,19,扶助費,10500,7,7.3
800,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,984,多摩市版地域医療連携構想関係事業,,7,報償費,331,7,7.6
801,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,984,多摩市版地域医療連携構想関係事業,,10,需用費,27,7,7.6
802,R3,一般会計,4,衛生費,1,保健衛生費,1,保健衛生総務費,984,多摩市版地域医療連携構想関係事業,,12,委託料,550,7,7.6
803,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,377,予防接種事業,,1,報酬,0,7,7.4
804,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,377,予防接種事業,,7,報償費,1,7,7.4
805,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,377,予防接種事業,,10,需用費,147861,7,7.4
806,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,377,予防接種事業,,11,役務費,2824,7,7.4
807,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,377,予防接種事業,,12,委託料,256246,7,7.4
808,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,377,予防接種事業,,18,負担金・補助及び交付金,7150,7,7.4
809,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,377,予防接種事業,,21,補償補填及び賠償金,2,7,7.4
810,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,378,感染症予防事業,,1,報酬,0,7,7.4
811,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,378,感染症予防事業,,10,需用費,8383,7,7.4
812,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,378,感染症予防事業,,12,委託料,47880,7,7.4
813,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,378,感染症予防事業,,13,使用料及び賃借料,0,7,7.4
814,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,378,感染症予防事業,,14,工事請負費,163,7,7.4
815,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,378,感染症予防事業,,18,負担金・補助及び交付金,0,7,7.4
816,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,380,成人保健対策事業,,1,報酬,0,7,7.6
817,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,380,成人保健対策事業,,7,報償費,724,7,7.6
818,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,380,成人保健対策事業,,10,需用費,1826,7,7.6
819,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,380,成人保健対策事業,,11,役務費,4201,7,7.6
820,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,380,成人保健対策事業,,12,委託料,154473,7,7.6
821,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,380,成人保健対策事業,,18,負担金・補助及び交付金,600,7,7.6
822,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,381,休日等診療事業,,11,役務費,48,7,7.2
823,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,381,休日等診療事業,,12,委託料,8327,7,7.2
824,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,383,休日歯科応急診療事業,,12,委託料,7190,7,7.2
825,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,385,障がい児（者）等歯科診療事業,,7,報償費,113,7,7.2
826,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,385,障がい児（者）等歯科診療事業,,10,需用費,616,7,7.2
827,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,385,障がい児（者）等歯科診療事業,,11,役務費,48,7,7.2
828,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,385,障がい児（者）等歯科診療事業,,12,委託料,33334,7,7.2
829,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,388,歯科医療連携推進事業,,7,報償費,113,7,7.2
830,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,388,歯科医療連携推進事業,,10,需用費,0,7,7.2
831,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,388,歯科医療連携推進事業,,12,委託料,451,7,7.2
832,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,392,小児初期救急準夜診療事業,,11,役務費,48,7,7.2
833,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,392,小児初期救急準夜診療事業,,12,委託料,37645,7,7.2
834,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,971,新型コロナウイルスワクチン接種事業,,10,需用費,140,7,7.4
835,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,971,新型コロナウイルスワクチン接種事業,,11,役務費,140,7,7.4
836,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,971,新型コロナウイルスワクチン接種事業,,12,委託料,76450,7,7.4
837,R3,一般会計,4,衛生費,1,保健衛生費,2,予防費,971,新型コロナウイルスワクチン接種事業,,13,使用料及び賃借料,9625,7,7.4
838,R3,一般会計,4,衛生費,1,保健衛生費,3,環境衛生費,393,斎場・霊園管理経費,,18,負担金・補助及び交付金,40570,7,7.3
839,R3,一般会計,4,衛生費,1,保健衛生費,3,環境衛生費,394,公衆便所管理経費,,10,需用費,1400,7,7.6
840,R3,一般会計,4,衛生費,1,保健衛生費,3,環境衛生費,394,公衆便所管理経費,,11,役務費,2,7,7.6
841,R3,一般会計,4,衛生費,1,保健衛生費,3,環境衛生費,394,公衆便所管理経費,,12,委託料,5108,7,7.6
842,R3,一般会計,4,衛生費,1,保健衛生費,3,環境衛生費,865,狂犬病予防・飼い主不明猫等対策経費,,1,報酬,0,7,7.4
843,R3,一般会計,4,衛生費,1,保健衛生費,3,環境衛生費,865,狂犬病予防・飼い主不明猫等対策経費,,7,報償費,52,7,7.4
844,R3,一般会計,4,衛生費,1,保健衛生費,3,環境衛生費,865,狂犬病予防・飼い主不明猫等対策経費,,10,需用費,552,7,7.4
845,R3,一般会計,4,衛生費,1,保健衛生費,3,環境衛生費,865,狂犬病予防・飼い主不明猫等対策経費,,11,役務費,584,7,7.4
846,R3,一般会計,4,衛生費,1,保健衛生費,3,環境衛生費,865,狂犬病予防・飼い主不明猫等対策経費,,12,委託料,516,7,7.4
847,R3,一般会計,4,衛生費,1,保健衛生費,3,環境衛生費,865,狂犬病予防・飼い主不明猫等対策経費,,13,使用料及び賃借料,337,7,7.4
848,R3,一般会計,4,衛生費,1,保健衛生費,4,環境保全費,397,環境保全啓発事業,,7,報償費,575,5,5.6
849,R3,一般会計,4,衛生費,1,保健衛生費,4,環境保全費,397,環境保全啓発事業,,10,需用費,955,5,5.6
850,R3,一般会計,4,衛生費,1,保健衛生費,4,環境保全費,397,環境保全啓発事業,,12,委託料,3187,5,5.6
851,R3,一般会計,4,衛生費,1,保健衛生費,4,環境保全費,397,環境保全啓発事業,,13,使用料及び賃借料,33,5,5.6
852,R3,一般会計,4,衛生費,1,保健衛生費,4,環境保全費,401,多摩市環境基本計画等策定事業,,7,報償費,0,5,5.6
853,R3,一般会計,4,衛生費,1,保健衛生費,4,環境保全費,401,多摩市環境基本計画等策定事業,,10,需用費,0,5,5.6
854,R3,一般会計,4,衛生費,1,保健衛生費,4,環境保全費,401,多摩市環境基本計画等策定事業,,11,役務費,0,5,5.6
855,R3,一般会計,4,衛生費,1,保健衛生費,4,環境保全費,401,多摩市環境基本計画等策定事業,,12,委託料,0,5,5.6
856,R3,一般会計,4,衛生費,1,保健衛生費,4,環境保全費,850,多摩市みどりと環境審議会運営経費,,1,報酬,607,5,5.6
857,R3,一般会計,4,衛生費,1,保健衛生費,4,環境保全費,850,多摩市みどりと環境審議会運営経費,,12,委託料,97,5,5.6
858,R3,一般会計,4,衛生費,1,保健衛生費,4,環境保全費,898,地球温暖化対策事業,,7,報償費,234,5,5.6
859,R3,一般会計,4,衛生費,1,保健衛生費,4,環境保全費,898,地球温暖化対策事業,,10,需用費,488,5,5.6
860,R3,一般会計,4,衛生費,1,保健衛生費,4,環境保全費,898,地球温暖化対策事業,,11,役務費,0,5,5.6
861,R3,一般会計,4,衛生費,1,保健衛生費,4,環境保全費,898,地球温暖化対策事業,,12,委託料,4928,5,5.6
862,R3,一般会計,4,衛生費,1,保健衛生費,4,環境保全費,898,地球温暖化対策事業,,13,使用料及び賃借料,572,5,5.6
863,R3,一般会計,4,衛生費,1,保健衛生費,4,環境保全費,898,地球温暖化対策事業,,17,備品購入費,0,5,5.6
864,R3,一般会計,4,衛生費,1,保健衛生費,4,環境保全費,898,地球温暖化対策事業,,18,負担金・補助及び交付金,3000,5,5.6
865,R3,一般会計,4,衛生費,1,保健衛生費,5,公害対策費,403,公害対策事業,,10,需用費,269,5,5.3
866,R3,一般会計,4,衛生費,1,保健衛生費,5,公害対策費,403,公害対策事業,,11,役務費,39,5,5.3
867,R3,一般会計,4,衛生費,1,保健衛生費,5,公害対策費,403,公害対策事業,,12,委託料,17818,5,5.3
868,R3,一般会計,4,衛生費,1,保健衛生費,5,公害対策費,403,公害対策事業,,18,負担金・補助及び交付金,1,5,5.3
869,R3,一般会計,4,衛生費,2,清掃費,1,清掃総務費,16,職員人件費等,,2,給料,69472,5,5.1
870,R3,一般会計,4,衛生費,2,清掃費,1,清掃総務費,16,職員人件費等,,3,職員手当等,50738,5,5.1
871,R3,一般会計,4,衛生費,2,清掃費,1,清掃総務費,16,職員人件費等,,4,共済費,25854,5,5.1
872,R3,一般会計,4,衛生費,2,清掃費,1,清掃総務費,16,職員人件費等,,8,旅費,75,5,5.1
873,R3,一般会計,4,衛生費,2,清掃費,1,清掃総務費,406,清掃事務経費,,10,需用費,542,5,5.1
874,R3,一般会計,4,衛生費,2,清掃費,1,清掃総務費,406,清掃事務経費,,11,役務費,264,5,5.1
875,R3,一般会計,4,衛生費,2,清掃費,1,清掃総務費,406,清掃事務経費,,12,委託料,4521,5,5.1
876,R3,一般会計,4,衛生費,2,清掃費,1,清掃総務費,406,清掃事務経費,,18,負担金・補助及び交付金,104,5,5.1
877,R3,一般会計,4,衛生費,2,清掃費,1,清掃総務費,406,清掃事務経費,,22,償還金・利子及び割引料,1,5,5.1
878,R3,一般会計,4,衛生費,2,清掃費,1,清掃総務費,408,廃棄物減量等推進審議会経費,,1,報酬,710,5,5.1
879,R3,一般会計,4,衛生費,2,清掃費,1,清掃総務費,408,廃棄物減量等推進審議会経費,,12,委託料,231,5,5.1
880,R3,一般会計,4,衛生費,2,清掃費,1,清掃総務費,408,廃棄物減量等推進審議会経費,,13,使用料及び賃借料,53,5,5.1
881,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,409,塵芥収集事業,,1,報酬,0,5,5.1
882,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,409,塵芥収集事業,,10,需用費,1917,5,5.1
883,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,409,塵芥収集事業,,11,役務費,153,5,5.1
884,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,409,塵芥収集事業,,12,委託料,946314,5,5.1
885,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,410,一部事務組合負担金,,18,負担金・補助及び交付金,945715,5,5.6
886,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,412,ごみ減量化推進事業,,1,報酬,0,5,5.1
887,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,412,ごみ減量化推進事業,,7,報償費,2647,5,5.1
888,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,412,ごみ減量化推進事業,,10,需用費,2310,5,5.1
889,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,412,ごみ減量化推進事業,,11,役務費,918,5,5.1
890,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,412,ごみ減量化推進事業,,12,委託料,12360,5,5.1
891,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,412,ごみ減量化推進事業,,13,使用料及び賃借料,587,5,5.1
892,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,412,ごみ減量化推進事業,,17,備品購入費,0,5,5.1
893,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,412,ごみ減量化推進事業,,18,負担金・補助及び交付金,36812,5,5.1
894,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,412,ごみ減量化推進事業,,26,公課費,26,5,5.1
895,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,413,資源化センター管理運営事業,,1,報酬,0,5,5.1
896,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,413,資源化センター管理運営事業,,7,報償費,13,5,5.1
897,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,413,資源化センター管理運営事業,,10,需用費,23084,5,5.1
898,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,413,資源化センター管理運営事業,,11,役務費,1796,5,5.1
899,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,413,資源化センター管理運営事業,,12,委託料,243818,5,5.1
900,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,413,資源化センター管理運営事業,,13,使用料及び賃借料,231,5,5.1
901,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,413,資源化センター管理運営事業,,14,工事請負費,247390,5,5.1
902,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,413,資源化センター管理運営事業,,15,原材料費,50,5,5.1
903,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,413,資源化センター管理運営事業,,16,公有財産購入費,83028,5,5.1
904,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,413,資源化センター管理運営事業,,18,負担金・補助及び交付金,5,5,5.1
905,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,413,資源化センター管理運営事業,,26,公課費,9,5,5.1
906,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,414,収集機材管理事業,,10,需用費,4491,5,5.1
907,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,414,収集機材管理事業,,11,役務費,122,5,5.1
908,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,414,収集機材管理事業,,13,使用料及び賃借料,477,5,5.1
909,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,414,収集機材管理事業,,14,工事請負費,1,5,5.1
910,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,414,収集機材管理事業,,15,原材料費,20,5,5.1
911,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,414,収集機材管理事業,,17,備品購入費,0,5,5.1
912,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,414,収集機材管理事業,,26,公課費,26,5,5.1
913,R3,一般会計,4,衛生費,2,清掃費,2,塵芥処理費,415,管路関連事業,,14,工事請負費,0,5,5.1
914,R3,一般会計,4,衛生費,2,清掃費,3,し尿処理費,420,し尿処理事業,,11,役務費,36,5,5.2
915,R3,一般会計,4,衛生費,2,清掃費,3,し尿処理費,420,し尿処理事業,,12,委託料,17508,5,5.2
916,R3,一般会計,5,労働費,1,労働諸費,1,労働諸費,423,就業労働相談事業,,10,需用費,373,4,4.1
917,R3,一般会計,5,労働費,1,労働諸費,1,労働諸費,423,就業労働相談事業,,11,役務費,49,4,4.1
918,R3,一般会計,5,労働費,1,労働諸費,1,労働諸費,423,就業労働相談事業,,12,委託料,373,4,4.1
919,R3,一般会計,5,労働費,1,労働諸費,1,労働諸費,423,就業労働相談事業,,13,使用料及び賃借料,5593,4,4.1
920,R3,一般会計,5,労働費,1,労働諸費,1,労働諸費,424,勤労者福祉対策事業,,18,負担金・補助及び交付金,12675,10,10.9
921,R3,一般会計,6,農林業費,1,農業費,1,農業委員会費,426,農業委員会運営費,,1,報酬,7020,4,4.2
922,R3,一般会計,6,農林業費,1,農業費,1,農業委員会費,426,農業委員会運営費,,8,旅費,265,4,4.2
923,R3,一般会計,6,農林業費,1,農業費,1,農業委員会費,426,農業委員会運営費,,9,交際費,50,4,4.2
924,R3,一般会計,6,農林業費,1,農業費,1,農業委員会費,426,農業委員会運営費,,10,需用費,113,4,4.2
925,R3,一般会計,6,農林業費,1,農業費,1,農業委員会費,426,農業委員会運営費,,13,使用料及び賃借料,211,4,4.2
926,R3,一般会計,6,農林業費,1,農業費,1,農業委員会費,426,農業委員会運営費,,18,負担金・補助及び交付金,347,4,4.2
927,R3,一般会計,6,農林業費,1,農業費,1,農業委員会費,427,ふれあい農業推進事業,,7,報償費,210,4,4.2
928,R3,一般会計,6,農林業費,1,農業費,1,農業委員会費,427,ふれあい農業推進事業,,10,需用費,79,4,4.2
929,R3,一般会計,6,農林業費,1,農業費,2,農業総務費,17,職員人件費等,,2,給料,16501,4,4.2
930,R3,一般会計,6,農林業費,1,農業費,2,農業総務費,17,職員人件費等,,3,職員手当等,13640,4,4.2
931,R3,一般会計,6,農林業費,1,農業費,2,農業総務費,17,職員人件費等,,4,共済費,5699,4,4.2
932,R3,一般会計,6,農林業費,1,農業費,2,農業総務費,17,職員人件費等,,8,旅費,38,4,4.2
933,R3,一般会計,6,農林業費,1,農業費,2,農業総務費,428,農政事務経費,,1,報酬,0,4,4.2
934,R3,一般会計,6,農林業費,1,農業費,2,農業総務費,428,農政事務経費,,7,報償費,198,4,4.2
935,R3,一般会計,6,農林業費,1,農業費,2,農業総務費,428,農政事務経費,,10,需用費,97,4,4.2
936,R3,一般会計,6,農林業費,1,農業費,2,農業総務費,428,農政事務経費,,11,役務費,11,4,4.2
937,R3,一般会計,6,農林業費,1,農業費,2,農業総務費,428,農政事務経費,,13,使用料及び賃借料,189,4,4.2
938,R3,一般会計,6,農林業費,1,農業費,2,農業総務費,428,農政事務経費,,18,負担金・補助及び交付金,24,4,4.2
939,R3,一般会計,6,農林業費,1,農業費,3,農業振興費,430,都市農業推進事業,,7,報償費,219,4,4.2
940,R3,一般会計,6,農林業費,1,農業費,3,農業振興費,430,都市農業推進事業,,12,委託料,3905,4,4.2
941,R3,一般会計,6,農林業費,1,農業費,3,農業振興費,430,都市農業推進事業,,18,負担金・補助及び交付金,4307,4,4.2
942,R3,一般会計,6,農林業費,1,農業費,3,農業振興費,432,家庭菜園推進事業,,10,需用費,9,4,4.2
943,R3,一般会計,6,農林業費,1,農業費,3,農業振興費,432,家庭菜園推進事業,,12,委託料,5368,4,4.2
944,R3,一般会計,6,農林業費,1,農業費,3,農業振興費,432,家庭菜園推進事業,,13,使用料及び賃借料,3829,4,4.2
945,R3,一般会計,6,農林業費,1,農業費,3,農業振興費,433,ふるさと多摩夏まつり補助事業,,18,負担金・補助及び交付金,2100,8,8.6
946,R3,一般会計,7,商工費,1,商工費,1,商工総務費,18,職員人件費等,,2,給料,36906,4,4.9
947,R3,一般会計,7,商工費,1,商工費,1,商工総務費,18,職員人件費等,,3,職員手当等,32790,4,4.9
948,R3,一般会計,7,商工費,1,商工費,1,商工総務費,18,職員人件費等,,4,共済費,13836,4,4.9
949,R3,一般会計,7,商工費,1,商工費,1,商工総務費,18,職員人件費等,,8,旅費,155,4,4.9
950,R3,一般会計,7,商工費,1,商工費,2,商工振興費,435,中小企業事業資金貸付あっせん事業,,1,報酬,0,4,4.1
951,R3,一般会計,7,商工費,1,商工費,2,商工振興費,435,中小企業事業資金貸付あっせん事業,,12,委託料,119,4,4.1
952,R3,一般会計,7,商工費,1,商工費,2,商工振興費,435,中小企業事業資金貸付あっせん事業,,18,負担金・補助及び交付金,33515,4,4.1
953,R3,一般会計,7,商工費,1,商工費,2,商工振興費,436,多摩商工会議所補助事業,,18,負担金・補助及び交付金,10000,4,4.1
954,R3,一般会計,7,商工費,1,商工費,2,商工振興費,437,多摩市商店会装飾街路灯補助事業,,18,負担金・補助及び交付金,1009,6,6.4
955,R3,一般会計,7,商工費,1,商工費,2,商工振興費,439,創業・経営支援事業,,1,報酬,2764,4,4.1
956,R3,一般会計,7,商工費,1,商工費,2,商工振興費,439,創業・経営支援事業,,7,報償費,205,4,4.1
957,R3,一般会計,7,商工費,1,商工費,2,商工振興費,439,創業・経営支援事業,,8,旅費,91,4,4.1
958,R3,一般会計,7,商工費,1,商工費,2,商工振興費,439,創業・経営支援事業,,10,需用費,78,4,4.1
959,R3,一般会計,7,商工費,1,商工費,2,商工振興費,439,創業・経営支援事業,,12,委託料,2812,4,4.1
960,R3,一般会計,7,商工費,1,商工費,2,商工振興費,439,創業・経営支援事業,,18,負担金・補助及び交付金,840,4,4.1
961,R3,一般会計,7,商工費,1,商工費,2,商工振興費,443,観光推進事業,,7,報償費,5,4,4.7
962,R3,一般会計,7,商工費,1,商工費,2,商工振興費,443,観光推進事業,,10,需用費,93,4,4.7
963,R3,一般会計,7,商工費,1,商工費,2,商工振興費,443,観光推進事業,,11,役務費,0,4,4.7
964,R3,一般会計,7,商工費,1,商工費,2,商工振興費,443,観光推進事業,,12,委託料,509,4,4.7
965,R3,一般会計,7,商工費,1,商工費,2,商工振興費,443,観光推進事業,,18,負担金・補助及び交付金,4920,4,4.7
966,R3,一般会計,7,商工費,1,商工費,2,商工振興費,444,多摩市企業誘致事業,,18,負担金・補助及び交付金,50680,4,4.1
967,R3,一般会計,7,商工費,1,商工費,2,商工振興費,445,聖蹟桜ヶ丘活性化事業,,10,需用費,0,4,4.1
968,R3,一般会計,7,商工費,1,商工費,2,商工振興費,445,聖蹟桜ヶ丘活性化事業,,12,委託料,1595,4,4.1
969,R3,一般会計,7,商工費,1,商工費,2,商工振興費,445,聖蹟桜ヶ丘活性化事業,,13,使用料及び賃借料,44,4,4.1
970,R3,一般会計,7,商工費,1,商工費,2,商工振興費,445,聖蹟桜ヶ丘活性化事業,,18,負担金・補助及び交付金,8465,4,4.1
971,R3,一般会計,7,商工費,1,商工費,2,商工振興費,446,多摩センター地区活性化事業,,10,需用費,0,4,4.1
972,R3,一般会計,7,商工費,1,商工費,2,商工振興費,446,多摩センター地区活性化事業,,11,役務費,2,4,4.1
973,R3,一般会計,7,商工費,1,商工費,2,商工振興費,446,多摩センター地区活性化事業,,12,委託料,9971,4,4.1
974,R3,一般会計,7,商工費,1,商工費,2,商工振興費,446,多摩センター地区活性化事業,,13,使用料及び賃借料,374,4,4.1
975,R3,一般会計,7,商工費,1,商工費,2,商工振興費,446,多摩センター地区活性化事業,,18,負担金・補助及び交付金,10000,4,4.1
976,R3,一般会計,7,商工費,1,商工費,2,商工振興費,447,商店街チャレンジ戦略支援事業,,18,負担金・補助及び交付金,15831,4,4.1
977,R3,一般会計,7,商工費,1,商工費,2,商工振興費,448,フィルムコミッション（撮影支援）事業,,12,委託料,5391,4,4.1
978,R3,一般会計,7,商工費,1,商工費,2,商工振興費,448,フィルムコミッション（撮影支援）事業,,13,使用料及び賃借料,726,4,4.1
979,R3,一般会計,7,商工費,1,商工費,2,商工振興費,962,新型コロナウイルス感染症経済対策事業,,18,負担金・補助及び交付金,19000,4,4.1
980,R3,一般会計,7,商工費,1,商工費,3,消費者対策費,450,消費生活センター管理運営事業,,1,報酬,10010,4,4.1
981,R3,一般会計,7,商工費,1,商工費,3,消費者対策費,450,消費生活センター管理運営事業,,7,報償費,52,4,4.1
982,R3,一般会計,7,商工費,1,商工費,3,消費者対策費,450,消費生活センター管理運営事業,,8,旅費,455,4,4.1
983,R3,一般会計,7,商工費,1,商工費,3,消費者対策費,450,消費生活センター管理運営事業,,10,需用費,502,4,4.1
984,R3,一般会計,7,商工費,1,商工費,3,消費者対策費,450,消費生活センター管理運営事業,,11,役務費,233,4,4.1
985,R3,一般会計,7,商工費,1,商工費,3,消費者対策費,450,消費生活センター管理運営事業,,13,使用料及び賃借料,146,4,4.1
986,R3,一般会計,7,商工費,1,商工費,3,消費者対策費,450,消費生活センター管理運営事業,,17,備品購入費,0,4,4.1
987,R3,一般会計,7,商工費,1,商工費,3,消費者対策費,450,消費生活センター管理運営事業,,18,負担金・補助及び交付金,362,4,4.1
988,R3,一般会計,7,商工費,1,商工費,3,消費者対策費,450,消費生活センター管理運営事業,,22,償還金・利子及び割引料,11,4,4.1
989,R3,一般会計,8,土木費,1,土木管理費,1,土木総務費,19,職員人件費等,,2,給料,96379,4,4.9
990,R3,一般会計,8,土木費,1,土木管理費,1,土木総務費,19,職員人件費等,,3,職員手当等,75689,4,4.9
991,R3,一般会計,8,土木費,1,土木管理費,1,土木総務費,19,職員人件費等,,4,共済費,33841,4,4.9
992,R3,一般会計,8,土木費,1,土木管理費,1,土木総務費,19,職員人件費等,,8,旅費,121,4,4.9
